,id,gender,age,edu,job,nat,other,count,month,info1,info2,info3,decision,object,mov1,mov2,mov3,member,number,tourtype,period,overal,sat1,sat2,sat3,sat4,sat5,sat6,sat7,sat8,sat9,sat10,bf_img,af_img,revisit,recom,district1,district2,district3,district4,district5,district6,district7,district8,district9,district10,district11,district12,district13,district14,district15,district16,district17,district18,district19,zone1,zone2,zone3,zone4,zone5,zone6,zone7,zone8,zone9,zone10,bestspot1,bestspot2,bestspot3,act1,act2,act3,bestact,accom,shop1,shop2,shop3,prd1,prd2,prd3,expense,card,cash
6093,629,1,1,2,12,필리핀, ,1,5,3,2,5,8,1,1,2,7,가족/친지,6,개별여행,5,5,5,5,5,5,5,5,5,3,5,5,5,5,5,5,1, , , , , , , , , , , , , , , , , , ,1, , , , , , , , , ,4,16,14,1,18,21,자연경관감상,2,3,7,8,4,5,10,340.0,140.0,200.0
6094,630,1,5,3,10,필리핀, ,3,5,2,8, ,3,5, , , ,가족/친지,7,개별여행,20,5,5,5,5,5,5,5,4,3,3,5,5,5,5,5,1, , , , , , , , , , , ,2,5, , , , , ,1, , , , ,6,7, , , ,97,96,1,14,17,21,연수/교육/연구,1,9,10, ,5,14, ,500.0,100.0,400.0
6124,669,2,2,3,7,필리핀, ,2,5,5,3, ,6,1,9,4,8,가족/친지,5,개별여행,5,5,5,5,4,5,5,5,5,4,5,5,5,5,5,5,1, , , , , , , , , , , , , , , , , , ,1, , , , , , , , , ,5,1,6,9,18,1,테마파크,1,4,7, ,3,4,5,420.0,0.0,420.0
6125,670,2,2,2,1,필리핀, ,1,5,5,3,2,12,1,2,5,6,친구/연인,6,개별여행,5,5,4,4,5,5,5,5,4,3,4,5,5,5,5,5,1, ,8,9, , , , , , , , , , , , , , , ,1, ,3,4, , , , , , ,28,5,48,1,4,17,테마파크,2,5,7,8,11,5,4,600.0,0.0,600.0
6126,671,1,2,1,4,필리핀, ,5,5,2, , ,8,6, , , ,직장동료,2,개별여행,91,5,5,5,5,5,4,4,4,4,3,5,3,4,3,4, ,4, , , , , , , , , , , , , , , , , , ,2, , , , , , , , ,136,24, ,16, , ,업무수행,2,10, , ,10, , ,1150.0,1150.0,0.0
6184,734,1,3,3,11,필리핀, ,1,5,1,3, ,3,1,2,4,1,가족/친지,8,단체여행,6,5,5,5,5,5,4,4,4,5,4,5,4,4,5,4,1, ,8, , , , , , , , , , , , , , , , ,1, ,3, , , , , , , ,5,1,10,2,17,1,쇼핑,1,5,7,9,5,10,15,11500.0,0.0,11500.0
6263,818,2,1,2,2,필리핀, ,5,5,3,2, ,8,1,1,11,16,혼자,1,개별여행,3,5,4,5,5,5,4,5,5,5,4,5,3,5,5,5,1, , , , , , , , , , , , , , , , , , ,1, , , , , , , , , ,4,9,5,18,17,20,자연경관감상,1,1,9, ,10, , ,540.0,200.0,340.0
6517,1793,1,1,2,2,필리핀, ,2,5,3,2,4,3,1,12,4,9,친구/연인,3,개별여행,5,4,4,4,4,5,5,4,4,4,4,4,4,4,4,4, , , , , , , , , , , , ,2, , , ,16, , , , , , , ,6, ,8, , ,129,127,99,2,4,18,휴양/휴식,1,1,9, ,5,10,16,1800.0,1000.0,800.0
6518,1794,1,3,1,4,필리핀, ,1,5,3,1,2,3,1,7,12,4,가족/친지,3,단체여행,4,5,5,5,4,4,5,5,4,4,4,4,4,4,4,5, , , , , , , , ,14, , , ,2, , , , , , , , , , , ,6, , , , ,72,96,103,17,1,2,고궁/역사유적지방문,1,1,9, ,10,12, ,900.0,0.0,900.0
6519,1795,1,3,2,5,필리핀,1,3,5,9, , ,1,6, , , ,혼자,1,개별여행,3,5,5,4,5,5,4,4,4,5,5,4,4,5,5,4, , , , , , , , , , , ,7,2, , , , , , , , , , , ,6, , , , ,95,99, ,16,1,2,업무수행,1,1, , ,11,12, ,680.0,400.0,280.0
6520,1796,2,1,2,4,필리핀, ,1,5,1,2, ,4,1,4,9,1,친구/연인,6,단체여행,4,5,5,4,4,5,5,5,4,4,4,5,4,5,5,4, , , , , , , , ,14, , , ,2, , , , , , , , , , , ,6, , , , ,72,98,102,2,17,18,고궁/역사유적지방문,1,1,9, ,5,15,19,880.0,0.0,880.0
6635,93,1,3,2,2,필리핀, ,2,6,2,1,4,2,5, , , ,친구/연인,4,개별여행,4,5,5,5,5,3,5,4,4,2,3,5,5,5,5,4,1, ,8, , , , , , , , , , , , , , , , ,1, ,3, , , , , , , ,4,12, ,7,15,17,유흥.오락,1,1,3,9,5,12,15,1386.9,904.5,482.4
6636,95,1,2,2,2,필리핀, ,1,6,3,5,2,12,1,3,2,4,가족/친지,5,개별여행,6,5,5,5,5,5,5,5,5,4,4,5,4,5,5,5,1, , ,9, , , , , , , , , , , , , , , ,1, , ,4, , , , , , ,5,48,1,17,1,9,전통문화체험,1,7,8,10,5,6,10,375.0,175.0,200.0
6637,96,1,1,2,7,필리핀, ,1,6,3,2,5,5,1,1,6,2,가족/친지,7,개별여행,6,5,5,5,5,4,5,5,5,3,3,5,5,5,5,5,1,4,8,9, , , , , , , , , , , , , , , ,1,2,3,4, , , , , , ,4,48,28,1,9,19,공연/민속행사/축제참가관람,3,7,9,10,4,5,10,643.2,0.0,643.2
6638,97,1,1,3,3,필리핀, ,1,6,3,5,2,1,1,2,3,10,가족/친지,5,개별여행,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,1, , , , , , , , , , , , , , , , , , ,1, , , , , , , , , ,5,2,6,1,9,21,쇼핑,1,4,7,10,10,12, ,2211.0,1608.0,603.0
6639,98,1,2,3,5,필리핀,1,1,6,3, , ,2,1,8,1,7,혼자,1,개별여행,6,4,5,5,4,5,4,4,4,3,4,5,5,5,5,5,1, , , , , , , , , , , , , , , , , , ,1, , , , , , , , , ,5,20,6,9,1,18,쇼핑,1,4,5,7,4,5, ,700.0,300.0,400.0
6640,99,2,1,4,1,필리핀, ,1,6,3,5,2,6,1,13,2,7,가족/친지,6,개별여행,13,4,4,5,3,5,5,4,3,2,4,5,5,4,5,5,1, ,8, , , , , , , , , ,2, , , , , , ,1, ,3, , ,6, , , , ,99,4,5,1,4,19,쇼핑,1,3,7,10,4,5,6,4000.0,1000.0,3000.0
