,id,gender,age,edu,job,nat,other,count,month,info1,info2,info3,decision,object,mov1,mov2,mov3,member,number,tourtype,period,overal,sat1,sat2,sat3,sat4,sat5,sat6,sat7,sat8,sat9,sat10,bf_img,af_img,revisit,recom,district1,district2,district3,district4,district5,district6,district7,district8,district9,district10,district11,district12,district13,district14,district15,district16,district17,district18,district19,zone1,zone2,zone3,zone4,zone5,zone6,zone7,zone8,zone9,zone10,bestspot1,bestspot2,bestspot3,act1,act2,act3,bestact,accom,shop1,shop2,shop3,prd1,prd2,prd3,expense,card,cash
751,388,1,1,2,8,중동,2,1,9,4,3, ,10,1,1,3,4,혼자,1,개별여행,30,5,5,5,5,3,4,5,5,3,4,5,4,5,5,5,1, ,8,9, , , , ,14,15, , ,2, ,12,13, , , ,1, ,3,4, ,6,7, , , ,121,72,81,18,17,20,자연경관감상,2,8,9, ,4,9,17,1008.0,84.0,924.0
758,624,2,1,2,9,중동, ,6,4,8, , ,8,2,4, , ,혼자,1,개별여행,3,3,4,4,3,3,4,4,3,3,3,3,3,4,3,4,1, ,8, , , , , , , , , , , , , , , , ,1, ,3, , , , , , , ,136,8, ,6,1, ,의료관광,1,5,9, ,10, , ,1110.0,0.0,1110.0
760,672,2,2,2,9,중동, ,1,4,3,8, ,1,2,14,6,8,가족/친지,3,개별여행,10,5,5,5,5,5,5,5,5,5,5,5,4,5,3,5,1, , , , , , , , , , , , , , , , , , ,1, , , , , , , , , ,8,9,5,6,1, ,의료관광,1,7, , ,10, , ,7800.0,7300.0,500.0
763,676,1,2,2,2,중동, ,3,6,2,7,5,1,1,3,8,1,혼자,1,개별여행,3,5,5,5,5,4,5,5,5,3,4,5,5,5,5,5,1, , , , , , , , , , , , , , , , , , ,1, , , , , , , , , ,2,9,6,13,2,1,고궁/역사유적지방문,1,9, , ,3,9,12,1500.0,1000.0,500.0
766,729,1,1,1,8,중동, ,3,8,2,3,4,3,5, , , ,혼자,1,개별여행,85,4,5,5,4,3,5,5,4,4,3,5,4,4,3,3,1,4, , , , , , , , , , , ,5, , , , , ,1,2, , , , ,7, , , ,105,1,2,17,7,1,고궁/역사유적지방문,4,4,5,10,3,4,16,2200.0,1700.0,500.0
770,608,1,1,2,3,중동, ,1,2,2,3,1,4,2,14,11,10,가족/친지,4,개별여행,9,5,5,5,4,5,5,4,5,4,4,5,3,5,5,5,1, , , , , , , , , , , , , , , , , , ,1, , , , , , , , , ,1,8, ,6,1,2,의료관광,1,5,9,10,2,10,12,4550.0,4000.0,550.0
771,508,2,3,2,2,중동, ,2,4,2,3, ,3,5, , , ,혼자,1,개별여행,7,5,5,5,5,5,5,5,5,5,5,5,4,5,4,4,1, , , , , , , , , , , , , , , , , , ,1, , , , , , , , , ,9,2,19,6,17,1,쇼핑,4,2,7,10,3,9,17,1100.0,0.0,1100.0
774,646,1,2,2,4,중동, ,1,9,3,2,5,3,1,1,3,13,직장동료,2,개별여행,10,5,5,5,4,5,5,5,5,4,3,5,5,5,5,5,1, , , , , , , , , , , , , , , , , , ,1, , , , , , , , , ,1,2,4,17,18,20,자연경관감상,2,4,5,7,4,5,7,1100.0,200.0,900.0
775,846,1,4,3,2,중동, ,1,9,2,3, ,1,6, , , ,혼자,1,개별여행,10,4,5,4,4,5,4,4,3,3,4,5,5,5,4,4,1,4, , , , , , , , , , , , , , , , , ,1,2, , , , , , , , ,9,10,2,15,1,19,미팅/회의/학술대회/박람회참가,1,6, , ,5,18, ,1800.0,1000.0,800.0
776,847,2,1,2,3,중동, ,1,9,3,2, ,3,5, , , ,친구/연인,3,개별여행,11,5,3,5,4,4,5,5,5,4,4,5,4,4,4,4,1, , , , , , , , , , , , , , , , , , ,1, , , , , , , , , ,20,12,4,1,4,9,휴양/휴식,4,1,7, ,5,9, ,500.0,0.0,500.0
779,316,1,0,2,8,중동, ,2,11,2,3,8,3,1,7,2,3,가족/친지,4,개별여행,27,5,5,5,5,4,5,5,4,3,3,5,5,5,5,5,1, , , , , , , , , ,3, ,2,5, , , , , ,1, , , , ,6,7, , , ,8,5,6,1,18,7,쇼핑,1,7,10, ,3,4,5,930.0,160.0,770.0
793,931,2,2,2,4,중동, ,1,7,3,5,1,6,5, , , ,혼자,1,개별여행,3,5,4,4,4,4,4,4,4,4,4,4,5,5,4,4,1, , , , , , , , , , , , , , , , , , ,1, , , , , , , , , ,10,1,5,9,10,17,테마파크,1,1,2,8,1,2, ,530.091227,0.0,530.091227
806,1135,1,3,4,2,중동, ,2,1,3, , ,2,6, , , ,혼자,1,개별여행,3,5,5,5,5,5,9,4,4,4,4,5,5,5,4,5,1, , , , , , , , , , , , , , , , , , ,1, , , , , , , , , ,20, , ,16, , ,업무수행,1,12, , ,21, , ,450.0,400.0,50.0
819,823,1,5,3,2,중동, ,20,7,9, , ,2,6, , , ,혼자,1,개별여행,7,5,5,5,4,4,5,4,4,3,4,5,5,5,5,5, , , , , , , , , , , , ,2, , , , , , , , , , , ,6, , , , ,96,104, ,16,10,1,스포츠활동,1,1, , ,16, , ,1600.0,1600.0,0.0
822,316,1,1,3,3,중동, ,2,8,3,7,8,3,4,7,2, ,가족/친지,2,개별여행,14,4,4,4,3,4,4,3,4,4,3,4,4,5,4,4,1,4,8,9, , , , , , , , , , , , ,16, , ,1,2,3,4, , , ,8, , ,135,128,124,1,4,2,식도락,4,7, , ,4,5,16,1350.0,0.0,1350.0
827,516,2,1,3,5,중동, ,3,10,1,4,2,1,1,1,6,3,혼자,1,개별여행,3,5,5,5,5,5,5,5,5,4,4,5,5,5,5,5,1, , , , , , , , , , , ,2, , , , , , ,1, , , , ,6, , , , ,5,8,96,1,7,18,쇼핑,2,2,7,10,4,10,18,1180.0,300.0,880.0
859,315,1,2,2,7,중동,1,1,5,3,2, ,2,1,1,11,8,가족/친지,2,개별여행,8,5,5,5,3,5,5,5,5,2,3,5,5,5,5,5,1, , , , , , , , , , , , , , , ,16, , ,1, , , , , , ,8, , ,12,8,2,19,18,17,공연/민속행사/축제참가관람,1,2,5, ,1,4, ,7120.0,3000.0,4120.0
868,6,1,1,2,5,중동, ,1,7,2,3, ,1,1,2,7,16,혼자,1,개별여행,10,4,4,4,4,4,4,4,4,3,3,5,4,5,5,5,1, , , , , , , , , , , , , , , , , , ,1, , , , , , , , , ,7,20,14,1,7,4,쇼핑,1,1,6,10,3,4,18,6300.0,5000.0,1300.0
938,94,2,2,2,3,중동, ,6,9,1,3,2,3,4,14,2,3,가족/친지,3,개별여행,16,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1, , , , , , , , , , , , , , , ,16, , ,1, , , , , , ,8, , ,124,1,5,6,1,17,쇼핑,1,5, , ,4, , ,4700.0,2000.0,2700.0
971,679,1,2,2,6,중동, ,2,3,2,3,1,1,6, , , ,혼자,1,개별여행,13,4,5,5,5,4,4,4,4,3,4,4,3,4,4,4,1, , , , , , , , , , , , , , , , , , ,1, , , , , , , , , ,14,20, ,16,10, ,스포츠활동,1,9, , ,18, , ,3000.0,2500.0,500.0
1030,669,1,2,4,2,중동,1,5,4,3,5, ,6,6, , , ,혼자,1,개별여행,31,4,4,4,3,4,4,3,4,2,4,5,5,5,5,5,1, , , , , , , , , , , , , , , , , , ,1, , , , , , , , , ,9,4,6,10,1,6,스포츠활동,7,3,4,7,5,8,16,7600.0,7000.0,600.0
1036,250,2,4,3,1,중동, ,1,5,1,6, ,3,7, , , ,직장동료,2,개별여행,15,4,5,4,3,3,3,4,5,4,4,5,4,5,4,4,1, , , , , , , , , , , , , ,12, , , , ,1, , , , , ,7, , , ,16,136,3,14,1,17,연수/교육/연구,2,8, , ,4, , ,1200.0,500.0,700.0
1100,247,1,2,3,2,중동, ,4,5,3,2, ,1,6, , , ,직장동료,5,개별여행,8,4,5,5,5,4,5,4,2,3,3,5,4,4,4,4,1, , , , , , , , , , , , , , , , , , ,1, , , , , , , , , ,9,20, ,16,2,1,식도락,1,3,6,10,4, , ,1400.0,1400.0,0.0
1119,596,1,2,3,5,중동, ,1,9,2,3, ,7,1,2,6,8,가족/친지,3,개별여행,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,4,8, , , , , , , , , , , , , , , , ,1,2,3, , , , , , , ,1,16,26,1,9,10,테마파크,1,3,5,10,3,4,18,2500.0,1000.0,1500.0
1175,736,1,1,1,8,중동, ,1,2,3, , ,1,1,16,7,2,혼자,1,개별여행,6,4,3,3,3,3,2,2,3,3,2,4,4,5,3,3,1, , , , , , , , , , , , , , , , , , ,1, , , , , , , , , ,5,6,20,1, , ,쇼핑,1,3,5, ,4, , ,825.0,0.0,825.0
1180,176,1,2,2,2,중동, ,20,3,3,2, ,1,6, , , ,혼자,1,개별여행,4,5,4,4,5,5,4,4,3,3,3,5,5,5,5,5,1, , , , , , , , , , , , , , , , , , ,1, , , , , , , , , ,11,20, ,15,16,1,쇼핑,1,1, , ,15, , ,660.0,500.0,160.0
1201,319,2,1,4,1,중동, ,1,5,6,2,3,4,7, , , ,혼자,1,개별여행,87,5,4,3,4,3,3,5,5,4,3,5,3,5,5,5,1, ,8, , , , , ,14, , , ,2, , , , , , ,1, ,3, , ,6, , , , ,2,28,12,14,17,20,고궁/역사유적지방문,5,3,4,8,4,5,15,3200.0,2000.0,1200.0
1226,453,1,3,2,2,중동, ,3,7,2, , ,1,6, , , ,혼자,1,개별여행,8,5,5,5,5,4,5,5,4,4,3,4,5,5,5,4,1, ,8, , , , , , , , , , , , , , , , ,1, ,3, , , , , , , ,9,29,44,16, , ,업무수행,1,1,9, ,10,11, ,1380.0,1100.0,280.0
1442,346,2,0,2,8,중동, ,2,6,1,5,2,1,1,15,2,6,가족/친지,4,개별여행,10,4,4,4,4,5,4,3,4,5,4,3,4,4,4,4,1, , , , , , , , , , , , , , , ,16, , ,1, , , , , , ,8, , ,5,2,12,1,9,17,유흥.오락,1,4,5,7,3,4,19,3700.0,3100.0,600.0
1474,594,1,2,3,2,중동, ,3,7,2,7,4,1,5, , , ,친구/연인,2,개별여행,3,4,5,4,4,2,3,3,4,2,1,4,4,4,4,4,1,4, , , , , , , , , , , , , , , , , ,1,2, , , , , , , , ,12,24,3,1,12,4,쇼핑,4,8, , ,16, , ,260.0,0.0,260.0
2102,738,1,0,2,8,중동, ,1,1,2,5,3,12,7, , , ,친구/연인,2,개별여행,150,4,4,4,4,4,3,4,4,3,3,4,3,4,5,4, , , , , , , , , ,15, , ,2, , , , , , , , , , , ,6, , , , ,136,96,97,14,18,11,연수/교육/연구,5,3,9, ,4,6,18,1785.0,0.0,1785.0
