,id,gender,age,edu,job,nat,other,count,month,info1,info2,info3,decision,object,mov1,mov2,mov3,member,number,tourtype,period,overal,sat1,sat2,sat3,sat4,sat5,sat6,sat7,sat8,sat9,sat10,bf_img,af_img,revisit,recom,district1,district2,district3,district4,district5,district6,district7,district8,district9,district10,district11,district12,district13,district14,district15,district16,district17,district18,district19,zone1,zone2,zone3,zone4,zone5,zone6,zone7,zone8,zone9,zone10,bestspot1,bestspot2,bestspot3,act1,act2,act3,bestact,accom,shop1,shop2,shop3,prd1,prd2,prd3,expense,card,cash
11124,673,2,2,3,5,캐나다, ,1,10,1,3, ,3,1,3,16,9,혼자,1,단체여행,10,4,5,4,4,4,4,4,5,4,5,4,4,5,3,4,1, ,8, , ,10, , ,14, ,3, ,2, , , , , , ,1, ,3, ,5,6, , , , ,1,31,2,17,19,18,공연/민속행사/축제참가관람,1,1,3,9,10,17,20,4038.32,3727.68,310.64
11300,860,1,3,3,5,캐나다, ,1,10,2,3, ,3,6, , , ,혼자,1,개별여행,10,5,5,5,5,5,5,4,4,5,5,5,5,5,5,5,1, , , , , , , , , , , ,2, , , , , , ,1, , , , ,6, , , , ,96,1,4,15,14,1,쇼핑,1,3,4,5,4,6,10,1048.41,893.09,155.32
11301,861,2,5,3,10,캐나다, ,5,10,2,3, ,1,5, , , ,혼자,1,개별여행,22,5,5,5,5,5,4,5,4,3,3,5,4,5,2,5,1, , , , , , , , , , , , , , , ,16, , ,1, , , , , , ,8, , ,136,133, ,18,22,1,자연경관감상,1,1,3,5,4,12,15,1087.24,543.62,543.62
11455,1300,2,2,2,3,캐나다, ,1,10,3, , ,2,6, , , ,혼자,1,개별여행,3,4,4,4,4,4,5,4,4,4,4,4,4,5,4,4, , , , , , , , , , , , ,2, , , , , , , , , , , ,6, , , , ,96,104, ,16,18,2,업무수행,1,1, , ,1,11, ,661.078351,484.7907907,176.2875603
11463,1309,1,1,2,4,캐나다, ,1,10,3,2, ,5,1,1,3,4,친구/연인,2,개별여행,8,4,4,5,5,5,4,4,5,4,4,4,4,5,4,4,1,4, , , , , , , , , , ,2, , , ,16, , ,1,2, , , ,6, ,8, , ,124,125,128,18,17,2,자연경관감상,1,1,3,9,3,10,12,1071.708,232.98,838.728
11647,106,1,2,2,1,캐나다, ,2,11,2, , ,3,6, , , ,혼자,1,개별여행,6,4,4,5,4,5,9,4,5,5,4,5,4,4,5,5, , , , ,6, , , ,14, , , , , , , , , , , , , , ,5,6, , , , ,72, , ,15,16, ,미팅/회의/학술대회/박람회참가,1,12, , ,21, , ,2080.193211,2080.193211,0.0
11650,111,2,4,2,9,캐나다, ,2,11,2, , ,4,5, , , ,가족/친지,2,개별여행,6,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,1, , , , , , , , , , , , , , , , , , ,1, , , , , , , , , ,1,4,11,1,2,17,고궁/역사유적지방문,4,1,7, ,1,2, ,396.6470106,0.0,396.6470106
11658,120,1,4,3,2,캐나다, ,2,11,3, , ,5,6, , , ,직장동료,2,개별여행,2,5,4,4,4,4,9,4,4,4,4,4,4,5,5,5,1, , , , , , , , , , , , , , , , , , ,1, , , , , , , , , ,7, , ,16, , ,업무수행,1,12, , ,21, , ,155.32,0.0,155.32
11659,121,2,1,3,1,캐나다, ,1,11,1,3, ,7,1,1,2,4,혼자,1,개별여행,3,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,1, , , , , , , , , , , , , , , , , , ,1, , , , , , , , , ,10,3,4,1,2,9,테마파크,1,1, , ,5, , ,481.492,388.3,93.192
11688,155,1,2,3,2,캐나다, ,6,11,9, , ,1,6, , , ,혼자,1,개별여행,4,4,4,3,4,4,4,5,4,4,4,4,4,4,5,5,1, , , , , , , , , , , , , , , , , , ,1, , , , , , , , , ,20, , ,15,2,1,식도락,1,1, , ,4,12,16,698.94,698.94,0.0
