,id,gender,age,edu,job,nat,other,count,month,info1,info2,info3,decision,object,mov1,mov2,mov3,member,number,tourtype,period,overal,sat1,sat2,sat3,sat4,sat5,sat6,sat7,sat8,sat9,sat10,bf_img,af_img,revisit,recom,district1,district2,district3,district4,district5,district6,district7,district8,district9,district10,district11,district12,district13,district14,district15,district16,district17,district18,district19,zone1,zone2,zone3,zone4,zone5,zone6,zone7,zone8,zone9,zone10,bestspot1,bestspot2,bestspot3,act1,act2,act3,bestact,accom,shop1,shop2,shop3,prd1,prd2,prd3,expense,card,cash
8311,904,1,2,2,5,인도, ,6,7,3,6,2,6,5, , , ,혼자,1,개별여행,7,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1, , , , , , , ,14, , , , , , , , , , ,1, , , , ,6, , , , ,9,72, ,14,18,1,연수/교육/연구,7,10, , ,4,5,10,406.1182787,0.0,406.1182787
8315,908,1,2,2,5,인도, ,5,7,2,4,3,1,6, , , ,혼자,1,개별여행,6,3,4,4,3,3,4,4,3,2,3,5,4,4,5,4,1, ,8, , , , , , , , , , , , , , , , ,1, ,3, , , , , , , ,9,6,29,1,16,21,쇼핑,2,4,5,6,4,5,16,4750.0,3000.0,1750.0
8316,909,1,3,3,12,인도, ,1,7,2, , ,10,6, , , ,직장동료,5,개별여행,12,4,5,5,4,4,9,4,4,3,3,5,3,5,5,5, , , , , , , , ,14, , , , , , , , , , , , , , , ,6, , , , ,76, , ,16,15, ,업무수행,1,12, , ,21, , ,750.0,750.0,0.0
8500,1861,1,1,1,4,인도,2,1,7,2,3, ,2,1,1,3,10,친구/연인,2,개별여행,5,5,5,5,5,5,5,5,4,4,4,5,4,5,4,5, ,4, , , , , , , , , , ,2, , , ,16, , , ,2, , , ,6, ,8, , ,128,129,134,18,2,7,자연경관감상,2,1,9, ,7,10,15,924.0,0.0,924.0
8501,1862,1,3,3,5,인도, ,1,7,3,7,5,1,6, , , ,혼자,1,개별여행,3,4,4,5,5,5,5,5,5,5,5,5,4,4,5,5, , , , , , , , , , , ,7,2, , , , , , , , , , , ,6, , , , ,96,104,95,15,16,18,업무수행,1,1,9, ,4,5,12,600.0,400.0,200.0
8724,238,1,1,2,5,인도, ,1,8,2,8, ,1,6, , , ,직장동료,2,개별여행,21,4,5,5,5,3,5,5,5,3,3,5,4,4,4,3,1, ,8, , , , , , , , , , , , , , , , ,1, ,3, , , , , , , ,1,28,30,17,9,18,고궁/역사유적지방문,5,1,8,10,4,5,11,306.3055179,218.7896556,87.51586225
8725,239,1,1,3,6,인도, ,1,8,2,3, ,2,7, , , ,직장동료,4,개별여행,75,4,5,4,4,3,5,4,3,2,4,5,2,4,4,4, , , , , , ,11, , , , , , , , , , , , , , , , ,5, , , , , ,69, , ,1,14,18,연수/교육/연구,5,1,10, ,4,7,11,262.5475868,0.0,262.5475868
8726,240,2,1,2,5,인도, ,5,8,1, , ,3,6, , , ,직장동료,3,개별여행,87,5,5,5,5,5,5,5,5,5,5,5,3,4,4,4,1, , , , , , , , , , , , , , , , , , ,1, , , , , , , , , ,20,11,4,1,9,2,쇼핑,1,3,5,7,1,4,5,10500.0,10500.0,0.0
8748,271,1,2,2,5,인도, ,1,8,6, , ,2,6, , , ,직장동료,8,개별여행,22,5,5,5,5,4,5,4,3,2,4,5,3,4,5,5,1, ,8,9, , , , , ,15, , , , , , , , , ,1, ,3,4, ,6, , , , ,8,20,7,9,20,17,테마파크,1,5,8,10,5,15,16,1900.0,1000.0,900.0
8762,288,1,2,3,2,인도, ,3,8,3,2, ,1,6, , , ,혼자,1,개별여행,4,5,5,5,5,4,4,4,4,3,4,4,3,4,5,4, , ,8, , , , ,17, , , , , , , , , , , , , ,3, ,5, , , , , ,44,70, ,16,1, ,쇼핑,1,3, , ,10, , ,252.0456833,0.0,252.0456833
8763,289,1,3,3,2,인도, ,10,8,2, , ,4,6, , , ,혼자,1,개별여행,5,5,5,5,4,4,5,5,3,3,3,4,4,5,5,5,1, , , , , , , , , , , , , , , , , , ,1, , , , , , , , , ,1,8,7,1,16,20,쇼핑,1,1,3, ,5,16, ,910.0,700.0,210.0
8764,290,2,1,3,1,인도, ,1,8,3,5,4,2,6, , , ,가족/친지,2,개별여행,9,5,5,5,5,4,5,5,5,5,5,5,3,5,3,5,1, , , , , , , , , , , ,2, , , , , , ,1, , , , ,6, , , , ,96,98,1,17,18,20,자연경관감상,1,3,7,10,4,5,6,2600.0,0.0,2600.0
8790,319,1,1,2,5,인도, ,4,8,9, , ,2,6, , , ,직장동료,2,개별여행,10,4,4,5,5,3,3,4,4,3,4,5,4,4,5,4, , ,8, , , , , , , , , , , , , , , , , , ,3, , , , , , , ,29, , ,16,21,17,업무수행,1,9,10, ,1,8, ,2050.0,1400.0,650.0
8797,326,1,1,2,5,인도, ,1,8,9, , ,1,6, , , ,직장동료,3,개별여행,7,5,5,5,5,5,9,5,5,5,5,5,5,5,5,5, , ,8, , , , , , , , , , , , , , , , , , ,3, , , , , , , ,29, , ,16, , ,업무수행,1,12, , ,21, , ,800.0,650.0,150.0
8814,349,2,2,3,1,인도, ,2,8,3,1,2,2,6, , , ,직장동료,2,개별여행,4,4,5,5,5,3,4,5,5,3,3,5,4,4,4,4,1, , , , , , , , , , , , , , , , , , ,1, , , , , , , , , ,1,2,6,15,22,14,고궁/역사유적지방문,1,1,5,7,5,15, ,1028.311381,0.0,1028.311381
8822,357,1,2,3,3,인도, ,5,8,2, , ,5,6, , , ,혼자,1,개별여행,7,5,5,5,5,3,5,5,5,5,5,5,5,5,5,5, , ,8, , , , , , , , , ,2, , , , , , , , ,3, , ,6, , , , ,96,99,29,16,1, ,업무수행,1,1, , ,10, , ,1200.0,1000.0,200.0
8823,358,1,4,3,2,인도, ,1,8,2, , ,4,6, , , ,직장동료,2,개별여행,5,5,5,5,5,5,9,5,5,3,3,5,5,5,5,5,1, ,8, , , , , , , , , , , , , , , , ,1, ,3, , , , , , , ,7,20,2,16,17,20,업무수행,1,12, , ,21, , ,1000.0,600.0,400.0
8824,359,2,1,3,5,인도, ,1,8,3, , ,24,7, , , ,가족/친지,2,개별여행,181,2,5,3,3,3,3,4,4,1,3,4,4,1,4,2, ,4, , , , , , ,14, , , , , , , , , , , ,2, , , ,6, , , , ,76,22, ,14,18, ,자연경관감상,8,10, , ,3,10,11,5688.531046,3938.213801,1750.317245
8856,393,1,4,2,2,인도, ,2,8,2, , ,3,6, , , ,직장동료,3,개별여행,4,5,5,5,4,4,4,4,4,4,4,4,4,5,5,4,1, , , , , , , , , , , , , , , , , , ,1, , , , , , , , , ,10,7, ,16,15, ,미팅/회의/학술대회/박람회참가,1,1, , ,2, , ,1375.0,0.0,1375.0
8890,432,1,5,3,7,인도, ,1,8,3,2,5,1,6, , , ,혼자,1,개별여행,5,5,4,3,5,3,4,4,5,3,3,5,4,5,5,5,1, , , , , , , , , , , , , , , , , , ,1, , , , , , , , , ,1,7, ,17,1,16,고궁/역사유적지방문,1,1,4,5,1,3,15,1040.0,1040.0,0.0
8979,540,1,2,4,3,인도, ,12,8,2, , ,6,6, , , ,직장동료,11,개별여행,31,5,4,5,5,3,4,5,4,2,4,5,3,4,5,5,1,4,8,9, , , , , , , , , , , , , , , ,1,2,3,4, , , , , , ,48,32,14,11,18,16,자연경관감상,1,4,11, ,4,5, ,5800.0,5000.0,800.0
9030,605,1,3,3,5,인도, ,10,8,1, , ,3,7, , , ,혼자,1,개별여행,15,5,5,4,5,2,5,5,5,2,3,5,4,5,5,5,1, , ,9, , , , , , , , , , , , , , , ,1, , ,4, , , , , , ,136,45, ,15,7, ,미팅/회의/학술대회/박람회참가,1,2,3,9,1,4,5,682.6237256,0.0,682.6237256
9154,766,1,1,3,8,인도, ,1,8,3,2, ,4,7, , , ,친구/연인,74,개별여행,14,4,4,4,4,3,4,4,4,2,4,4,4,4,2,4,1, , , , , , , , , , , ,2, , , , , , ,1, , , , ,6, , , , ,1,2,5,14,22,1,연수/교육/연구,1,5,7,8,4,5,18,848.9038638,0.0,848.9038638
9176,794,1,2,3,2,인도, ,2,8,3, , ,1,6, , , ,혼자,1,개별여행,7,4,5,5,5,4,4,5,5,4,3,5,4,4,4,5,1, , , , , , , , , , , , , , , , , , ,1, , , , , , , , , ,1,3,5,17,1,2,쇼핑,1,3,7,8,4,5, ,2418.0,2418.0,0.0
9224,848,1,0,1,8,인도, ,1,8,1, , ,1,1,9,16,10,친구/연인,2,개별여행,2,5,4,5,5,4,9,4,4,3,3,5,4,5,4,4, ,4, , , , , , , , , , , , , , , , , , ,2, , , , , , , , ,24, , ,18, , ,자연경관감상,1,12, , ,21, , ,20.0,0.0,20.0
9303,935,1,2,3,6,인도, ,8,8,3,5, ,4,6, , , ,직장동료,2,개별여행,76,5,4,5,5,3,5,5,5,4,4,5,5,5,5,5,1, ,8,9, , , , , , , , , , , , , , , ,1, ,3,4, , , , , , ,32,7,4,1,16,18,쇼핑,2,3,4,10,3,4,15,507.5920011,350.063449,157.5285521
